시군구,성별,연령대,동반자유형,평점
울산 북구,남,40대,가족,4.0
울산 북구,남,40대,가족이 아닌 경우,4.0
울산 북구,남,60대,가족이 아닌 경우,5.0
울산 북구,남,70세 이상,가족,4.0
울산 북구,여,30대,가족,4.0
울산 북구,여,30대,가족이 아닌 경우,4.0
울산 북구,여,40대,가족,4.166666666666666
울산 북구,여,40대,가족이 아닌 경우,4.0
울산 북구,여,50대,가족,3.3333333333333335
울산 북구,여,50대,가족이 아닌 경우,4.333333333333333
울산 북구,여,60대,가족,4.333333333333334
울산 북구,여,70세 이상,가족이 아닌 경우,4.166666666666666
울산 울주군,남,15~19세,가족,4.333333333333334
울산 울주군,남,15~19세,가족이 아닌 경우,4.25
울산 울주군,남,20대,가족,4.0
울산 울주군,남,20대,가족이 아닌 경우,3.9122807017543857
울산 울주군,남,30대,가족,4.083333333333333
울산 울주군,남,30대,가족이 아닌 경우,4.128205128205128
울산 울주군,남,40대,가족,4.018518518518518
울산 울주군,남,40대,가족이 아닌 경우,4.0740740740740735
울산 울주군,남,50대,가족,4.0
울산 울주군,남,50대,가족이 아닌 경우,4.0740740740740735
울산 울주군,남,60대,가족,3.8333333333333335
울산 울주군,남,60대,가족이 아닌 경우,4.0
울산 울주군,남,70세 이상,가족,4.333333333333333
울산 울주군,남,70세 이상,가족이 아닌 경우,4.0
울산 울주군,여,15~19세,가족,3.888888888888889
울산 울주군,여,15~19세,가족이 아닌 경우,4.5
울산 울주군,여,20대,가족,4.0476190476190474
울산 울주군,여,20대,가족이 아닌 경우,4.0
울산 울주군,여,30대,가족,4.291666666666667
울산 울주군,여,30대,가족이 아닌 경우,4.0
울산 울주군,여,40대,가족,4.102564102564103
울산 울주군,여,40대,가족이 아닌 경우,4.133333333333334
울산 울주군,여,50대,가족,4.092592592592593
울산 울주군,여,50대,가족이 아닌 경우,4.111111111111111
울산 울주군,여,60대,가족,4.090909090909091
울산 울주군,여,60대,가족이 아닌 경우,4.333333333333333
울산 울주군,여,70세 이상,가족,3.6666666666666665
울산 울주군,여,70세 이상,가족이 아닌 경우,4.166666666666667
울산 중구,남,15~19세,가족,4.0
울산 중구,남,20대,가족,4.0
울산 중구,남,20대,가족이 아닌 경우,4.0
울산 중구,남,30대,가족,3.9166666666666665
울산 중구,남,30대,가족이 아닌 경우,4.111111111111111
울산 중구,남,40대,가족,3.9333333333333327
울산 중구,남,40대,가족이 아닌 경우,4.0
울산 중구,남,50대,가족,3.5
울산 중구,남,50대,가족이 아닌 경우,4.222222222222222
울산 중구,남,60대,가족,3.9166666666666665
울산 중구,남,60대,가족이 아닌 경우,3.0
울산 중구,남,70세 이상,가족,4.0
울산 중구,남,70세 이상,가족이 아닌 경우,5.0
울산 중구,여,15~19세,가족,3.0
울산 중구,여,15~19세,가족이 아닌 경우,5.0
울산 중구,여,20대,가족이 아닌 경우,3.8333333333333335
울산 중구,여,30대,가족,3.9333333333333327
울산 중구,여,30대,가족이 아닌 경우,4.0
울산 중구,여,40대,가족,4.0
울산 중구,여,40대,가족이 아닌 경우,5.0
울산 중구,여,50대,가족,4.111111111111111
울산 중구,여,50대,가족이 아닌 경우,3.6666666666666665
울산 중구,여,60대,가족,3.0
울산 중구,여,70세 이상,가족,5.0
울산 중구,여,70세 이상,가족이 아닌 경우,3.3333333333333335
인천 강화군,남,15~19세,가족,4.133333333333333
인천 강화군,남,20대,가족,4.111111111111111
인천 강화군,남,20대,가족이 아닌 경우,4.111111111111111
인천 강화군,남,30대,가족,4.176470588235294
인천 강화군,남,30대,가족이 아닌 경우,4.078431372549019
인천 강화군,남,40대,가족,4.111111111111112
인천 강화군,남,40대,가족이 아닌 경우,3.952380952380952
인천 강화군,남,50대,가족,4.1234567901234565
인천 강화군,남,50대,가족이 아닌 경우,4.102564102564103
인천 강화군,남,60대,가족,4.0
인천 강화군,남,60대,가족이 아닌 경우,3.948717948717949
인천 강화군,남,70세 이상,가족,4.095238095238096
인천 강화군,남,70세 이상,가족이 아닌 경우,4.083333333333333
인천 강화군,여,15~19세,가족,4.166666666666666
인천 강화군,여,15~19세,가족이 아닌 경우,4.0
인천 강화군,여,20대,가족,3.9047619047619047
인천 강화군,여,20대,가족이 아닌 경우,4.022222222222222
인천 강화군,여,30대,가족,4.038461538461538
인천 강화군,여,30대,가족이 아닌 경우,4.128205128205128
인천 강화군,여,40대,가족,4.055555555555555
인천 강화군,여,40대,가족이 아닌 경우,4.0
인천 강화군,여,50대,가족,4.115942028985508
인천 강화군,여,50대,가족이 아닌 경우,3.9565217391304346
인천 강화군,여,60대,가족,4.222222222222222
인천 강화군,여,60대,가족이 아닌 경우,3.9166666666666665
인천 강화군,여,70세 이상,가족,3.944444444444444
인천 강화군,여,70세 이상,가족이 아닌 경우,3.962962962962963
인천 계양구,남,15~19세,가족이 아닌 경우,4.0
인천 계양구,남,20대,가족이 아닌 경우,4.166666666666666
인천 계양구,남,30대,가족이 아닌 경우,4.0
인천 계양구,남,40대,가족,3.333333333333333
인천 계양구,남,40대,가족이 아닌 경우,4.0
인천 계양구,남,50대,가족,4.111111111111111
인천 계양구,남,50대,가족이 아닌 경우,4.0
인천 계양구,남,60대,가족,4.0
인천 계양구,남,60대,가족이 아닌 경우,4.0
인천 계양구,남,70세 이상,가족,4.0
인천 계양구,여,15~19세,가족,5.0
인천 계양구,여,20대,가족,4.0
인천 계양구,여,20대,가족이 아닌 경우,4.0
인천 계양구,여,30대,가족,4.111111111111111
인천 계양구,여,40대,가족,4.0
인천 계양구,여,50대,가족,4.333333333333333
인천 계양구,여,60대,가족,4.0
인천 남구,남,70세 이상,가족,3.3333333333333335
인천 남구,여,15~19세,가족,5.0
인천 남구,여,30대,가족,4.0
인천 남구,여,40대,가족,4.0
인천 남동구,남,15~19세,가족이 아닌 경우,4.333333333333333
인천 남동구,남,20대,가족,3.6666666666666665
인천 남동구,남,20대,가족이 아닌 경우,3.6666666666666665
인천 남동구,남,30대,가족,3.9444444444444446
인천 남동구,남,30대,가족이 아닌 경우,4.0
인천 남동구,남,40대,가족,3.833333333333333
인천 남동구,남,40대,가족이 아닌 경우,3.5555555555555554
인천 남동구,남,50대,가족,4.142857142857143
인천 남동구,남,50대,가족이 아닌 경우,4.0
인천 남동구,남,60대,가족,4.266666666666667
인천 남동구,남,60대,가족이 아닌 경우,4.666666666666667
인천 남동구,남,70세 이상,가족,3.888888888888889
인천 남동구,남,70세 이상,가족이 아닌 경우,4.0
인천 남동구,여,15~19세,가족,4.333333333333333
인천 남동구,여,20대,가족,4.0
인천 남동구,여,20대,가족이 아닌 경우,3.8
인천 남동구,여,30대,가족,4.142857142857143
인천 남동구,여,30대,가족이 아닌 경우,4.0
인천 남동구,여,40대,가족,4.037037037037037
인천 남동구,여,50대,가족,4.0
인천 남동구,여,50대,가족이 아닌 경우,4.0
인천 남동구,여,60대,가족,3.7777777777777772
인천 남동구,여,60대,가족이 아닌 경우,3.833333333333333
인천 남동구,여,70세 이상,가족,4.0
인천 남동구,여,70세 이상,가족이 아닌 경우,4.0
인천 동구,남,20대,가족이 아닌 경우,3.5
인천 동구,남,30대,가족,4.0
인천 동구,여,30대,가족,3.3333333333333335
인천 동구,여,40대,가족,3.3333333333333335
인천 동구,여,50대,가족이 아닌 경우,4.0
인천 부평구,남,20대,가족이 아닌 경우,4.083333333333333
인천 부평구,남,30대,가족,3.3333333333333335
인천 부평구,남,30대,가족이 아닌 경우,4.333333333333333
인천 부평구,남,40대,가족,4.111111111111112
인천 부평구,남,40대,가족이 아닌 경우,3.0
인천 부평구,남,50대,가족이 아닌 경우,4.444444444444444
인천 부평구,남,70세 이상,가족이 아닌 경우,4.0
인천 부평구,여,30대,가족,4.0
인천 부평구,여,40대,가족,4.333333333333333
인천 부평구,여,50대,가족,4.0
인천 부평구,여,50대,가족이 아닌 경우,3.6666666666666665
인천 서구,남,15~19세,가족,3.6666666666666665
인천 서구,남,60대,가족,3.666666666666667
인천 서구,여,15~19세,가족이 아닌 경우,3.3333333333333335
인천 서구,여,30대,가족,4.666666666666667
인천 서구,여,40대,가족,3.666666666666667
인천 서구,여,40대,가족이 아닌 경우,4.0
인천 서구,여,50대,가족,4.0
인천 서구,여,60대,가족,4.0
인천 서구,여,60대,가족이 아닌 경우,4.0
인천 연수구,남,15~19세,가족,3.8333333333333335
인천 연수구,남,15~19세,가족이 아닌 경우,3.6666666666666665
인천 연수구,남,20대,가족,4.333333333333333
인천 연수구,남,20대,가족이 아닌 경우,4.0
인천 연수구,남,30대,가족,4.2
인천 연수구,남,30대,가족이 아닌 경우,3.6666666666666665
인천 연수구,남,40대,가족,3.9166666666666665
인천 연수구,남,50대,가족,3.833333333333333
인천 연수구,남,50대,가족이 아닌 경우,4.0
인천 연수구,남,60대,가족,3.6666666666666665
인천 연수구,남,70세 이상,가족,4.0
인천 연수구,여,15~19세,가족,4.0
인천 연수구,여,15~19세,가족이 아닌 경우,3.9444444444444446
인천 연수구,여,20대,가족이 아닌 경우,4.066666666666666
인천 연수구,여,30대,가족,4.0
인천 연수구,여,30대,가족이 아닌 경우,3.666666666666667
인천 연수구,여,40대,가족,3.9333333333333327
인천 연수구,여,40대,가족이 아닌 경우,4.0
인천 연수구,여,50대,가족,4.148148148148149
인천 연수구,여,50대,가족이 아닌 경우,4.0
인천 연수구,여,60대,가족,4.083333333333333
인천 연수구,여,60대,가족이 아닌 경우,4.0
인천 연수구,여,70세 이상,가족,4.0
인천 연수구,여,70세 이상,가족이 아닌 경우,3.833333333333333
인천 옹진군,남,15~19세,가족,4.666666666666667
인천 옹진군,남,20대,가족이 아닌 경우,4.133333333333333
인천 옹진군,남,30대,가족,3.666666666666667
인천 옹진군,남,30대,가족이 아닌 경우,3.952380952380952
인천 옹진군,남,40대,가족,4.222222222222222
인천 옹진군,남,40대,가족이 아닌 경우,4.0
인천 옹진군,남,50대,가족,4.0
인천 옹진군,남,50대,가족이 아닌 경우,4.222222222222222
인천 옹진군,남,60대,가족,4.0
인천 옹진군,남,60대,가족이 아닌 경우,4.222222222222222
인천 옹진군,남,70세 이상,가족,4.0
인천 옹진군,남,70세 이상,가족이 아닌 경우,4.333333333333333
인천 옹진군,여,15~19세,가족,4.333333333333334
인천 옹진군,여,20대,가족이 아닌 경우,4.0
인천 옹진군,여,30대,가족,4.166666666666667
인천 옹진군,여,30대,가족이 아닌 경우,3.888888888888889
인천 옹진군,여,40대,가족,4.0
인천 옹진군,여,40대,가족이 아닌 경우,3.8888888888888893
인천 옹진군,여,50대,가족,3.916666666666667
인천 옹진군,여,50대,가족이 아닌 경우,4.0
인천 옹진군,여,60대,가족,4.0
인천 옹진군,여,60대,가족이 아닌 경우,4.0
인천 옹진군,여,70세 이상,가족,4.166666666666666
인천 중구,남,15~19세,가족,4.166666666666666
인천 중구,남,15~19세,가족이 아닌 경우,4.25
인천 중구,남,20대,가족,4.0
인천 중구,남,20대,가족이 아닌 경우,3.9858156028368796
인천 중구,남,30대,가족,3.962962962962963
인천 중구,남,30대,가족이 아닌 경우,4.0256410256410255
인천 중구,남,40대,가족,3.9565217391304346
인천 중구,남,40대,가족이 아닌 경우,3.8666666666666663
인천 중구,남,50대,가족,4.083333333333333
인천 중구,남,50대,가족이 아닌 경우,4.0
인천 중구,남,60대,가족,4.055555555555555
인천 중구,남,60대,가족이 아닌 경우,4.133333333333334
인천 중구,남,70세 이상,가족,3.8
인천 중구,남,70세 이상,가족이 아닌 경우,3.5
인천 중구,여,15~19세,가족,4.666666666666666
인천 중구,여,15~19세,가족이 아닌 경우,4.296296296296296
인천 중구,여,20대,가족,4.142857142857143
인천 중구,여,20대,가족이 아닌 경우,4.0476190476190474
인천 중구,여,30대,가족,3.9130434782608696
인천 중구,여,30대,가족이 아닌 경우,3.857142857142857
인천 중구,여,40대,가족,3.9102564102564106
인천 중구,여,40대,가족이 아닌 경우,3.8333333333333335
인천 중구,여,50대,가족,3.9444444444444446
인천 중구,여,50대,가족이 아닌 경우,3.916666666666667
인천 중구,여,60대,가족,4.083333333333333
인천 중구,여,60대,가족이 아닌 경우,4.0740740740740735
인천 중구,여,70세 이상,가족,4.0476190476190474
인천 중구,여,70세 이상,가족이 아닌 경우,4.222222222222222
전남 강진군,남,15~19세,가족,4.0
전남 강진군,남,20대,가족,4.083333333333333
전남 강진군,남,20대,가족이 아닌 경우,4.133333333333334
전남 강진군,남,30대,가족,4.25
전남 강진군,남,30대,가족이 아닌 경우,4.111111111111112
전남 강진군,남,40대,가족,4.181818181818182
전남 강진군,남,40대,가족이 아닌 경우,4.0
전남 강진군,남,50대,가족,4.666666666666666
전남 강진군,남,50대,가족이 아닌 경우,4.0
전남 강진군,남,60대,가족,4.222222222222222
전남 강진군,남,60대,가족이 아닌 경우,4.0
전남 강진군,남,70세 이상,가족,4.466666666666667
전남 강진군,남,70세 이상,가족이 아닌 경우,4.0
전남 강진군,여,20대,가족,4.055555555555555
전남 강진군,여,20대,가족이 아닌 경우,4.666666666666667
전남 강진군,여,30대,가족,4.111111111111111
전남 강진군,여,30대,가족이 아닌 경우,4.666666666666667
전남 강진군,여,40대,가족,4.5
전남 강진군,여,40대,가족이 아닌 경우,4.444444444444445
전남 강진군,여,50대,가족,4.166666666666666
전남 강진군,여,50대,가족이 아닌 경우,4.0
전남 강진군,여,60대,가족,4.125
전남 강진군,여,60대,가족이 아닌 경우,4.333333333333333
전남 강진군,여,70세 이상,가족,4.333333333333333
전남 강진군,여,70세 이상,가족이 아닌 경우,4.0
전남 고흥군,남,15~19세,가족,4.0
전남 고흥군,남,15~19세,가족이 아닌 경우,3.6666666666666665
전남 고흥군,남,20대,가족,4.222222222222222
전남 고흥군,남,20대,가족이 아닌 경우,4.233333333333333
전남 고흥군,남,30대,가족,4.166666666666667
전남 고흥군,남,30대,가족이 아닌 경우,4.03030303030303
전남 고흥군,남,40대,가족,4.148148148148149
전남 고흥군,남,40대,가족이 아닌 경우,4.333333333333334
