시군구,성별,연령대,동반자유형,평점
부산 해운대구,남,40대,가족,4.114427860696518
부산 해운대구,남,40대,가족이 아닌 경우,3.985507246376812
부산 해운대구,남,50대,가족,4.101449275362318
부산 해운대구,남,50대,가족이 아닌 경우,4.098039215686275
부산 해운대구,남,60대,가족,4.133333333333334
부산 해운대구,남,60대,가족이 아닌 경우,3.888888888888889
부산 해운대구,남,70세 이상,가족,4.083333333333333
부산 해운대구,남,70세 이상,가족이 아닌 경우,4.166666666666666
부산 해운대구,여,15~19세,가족,4.166666666666667
부산 해운대구,여,15~19세,가족이 아닌 경우,4.045454545454546
부산 해운대구,여,20대,가족,4.1410256410256405
부산 해운대구,여,20대,가족이 아닌 경우,4.142156862745098
부산 해운대구,여,30대,가족,4.065359477124183
부산 해운대구,여,30대,가족이 아닌 경우,4.06140350877193
부산 해운대구,여,40대,가족,4.178403755868545
부산 해운대구,여,40대,가족이 아닌 경우,4.0
부산 해운대구,여,50대,가족,4.065359477124183
부산 해운대구,여,50대,가족이 아닌 경우,4.076923076923077
부산 해운대구,여,60대,가족,4.016666666666667
부산 해운대구,여,60대,가족이 아닌 경우,4.181818181818182
부산 해운대구,여,70세 이상,가족,4.173913043478261
부산 해운대구,여,70세 이상,가족이 아닌 경우,4.142857142857143
서울 강남구,남,15~19세,가족,4.0
서울 강남구,남,15~19세,가족이 아닌 경우,3.9583333333333335
서울 강남구,남,20대,가족,4.0
서울 강남구,남,20대,가족이 아닌 경우,4.071428571428571
서울 강남구,남,30대,가족,4.277777777777778
서울 강남구,남,30대,가족이 아닌 경우,4.0888888888888895
서울 강남구,남,40대,가족,4.148148148148149
서울 강남구,남,40대,가족이 아닌 경우,4.0
서울 강남구,남,50대,가족,3.9047619047619047
서울 강남구,남,50대,가족이 아닌 경우,4.166666666666666
서울 강남구,남,60대,가족,3.6666666666666665
서울 강남구,남,70세 이상,가족,3.5
서울 강남구,남,70세 이상,가족이 아닌 경우,3.6666666666666665
서울 강남구,여,15~19세,가족,4.0
서울 강남구,여,15~19세,가족이 아닌 경우,3.9047619047619047
서울 강남구,여,20대,가족,3.8333333333333335
서울 강남구,여,20대,가족이 아닌 경우,4.09009009009009
서울 강남구,여,30대,가족,3.9047619047619047
서울 강남구,여,30대,가족이 아닌 경우,4.181818181818182
서울 강남구,여,40대,가족,4.424242424242424
서울 강남구,여,40대,가족이 아닌 경우,4.5
서울 강남구,여,50대,가족,4.0
서울 강남구,여,50대,가족이 아닌 경우,4.083333333333334
서울 강남구,여,60대,가족,4.444444444444444
서울 강남구,여,60대,가족이 아닌 경우,4.333333333333333
서울 강남구,여,70세 이상,가족,4.0
서울 강남구,여,70세 이상,가족이 아닌 경우,4.333333333333333
서울 강동구,남,20대,가족이 아닌 경우,3.888888888888889
서울 강동구,남,30대,가족,3.8333333333333335
서울 강동구,남,30대,가족이 아닌 경우,3.666666666666667
서울 강동구,남,40대,가족,3.0
서울 강동구,남,50대,가족,4.166666666666666
서울 강동구,남,50대,가족이 아닌 경우,4.0
서울 강동구,남,60대,가족,4.0
서울 강동구,남,70세 이상,가족,3.0
서울 강동구,남,70세 이상,가족이 아닌 경우,4.0
서울 강동구,여,20대,가족이 아닌 경우,3.666666666666667
서울 강동구,여,30대,가족,3.833333333333333
서울 강동구,여,40대,가족,4.0
서울 강동구,여,40대,가족이 아닌 경우,5.0
서울 강동구,여,50대,가족,4.111111111111111
서울 강동구,여,50대,가족이 아닌 경우,3.3333333333333335
서울 강동구,여,70세 이상,가족,4.333333333333334
서울 강북구,남,30대,가족이 아닌 경우,4.0
서울 강북구,남,40대,가족이 아닌 경우,3.3333333333333335
서울 강북구,남,50대,가족,4.0
서울 강북구,남,60대,가족,3.3333333333333335
서울 강북구,남,60대,가족이 아닌 경우,4.0
서울 강북구,여,20대,가족이 아닌 경우,4.0
서울 강북구,여,30대,가족,3.0
서울 강북구,여,30대,가족이 아닌 경우,4.333333333333333
서울 강북구,여,40대,가족,4.0
서울 강북구,여,40대,가족이 아닌 경우,4.0
서울 강북구,여,50대,가족,4.0
서울 강북구,여,50대,가족이 아닌 경우,4.666666666666667
서울 강북구,여,60대,가족,4.333333333333333
서울 강북구,여,60대,가족이 아닌 경우,4.333333333333333
서울 강북구,여,70세 이상,가족,3.5
서울 강서구,남,15~19세,가족이 아닌 경우,4.0
서울 강서구,남,20대,가족이 아닌 경우,4.083333333333333
서울 강서구,남,30대,가족,4.25
서울 강서구,남,30대,가족이 아닌 경우,3.5555555555555554
서울 강서구,남,40대,가족,3.6666666666666665
서울 강서구,남,40대,가족이 아닌 경우,3.6666666666666665
서울 강서구,남,50대,가족,3.916666666666667
서울 강서구,남,50대,가족이 아닌 경우,2.3333333333333335
서울 강서구,남,60대,가족,3.666666666666667
서울 강서구,남,70세 이상,가족,4.666666666666667
서울 강서구,남,70세 이상,가족이 아닌 경우,4.0
서울 강서구,여,20대,가족이 아닌 경우,3.9583333333333335
서울 강서구,여,30대,가족,3.833333333333333
서울 강서구,여,30대,가족이 아닌 경우,4.333333333333333
서울 강서구,여,40대,가족,4.133333333333334
서울 강서구,여,40대,가족이 아닌 경우,4.0
서울 강서구,여,50대,가족,3.7777777777777772
서울 강서구,여,60대,가족,4.0
서울 강서구,여,70세 이상,가족이 아닌 경우,4.0
서울 관악구,남,15~19세,가족,3.3333333333333335
서울 관악구,남,15~19세,가족이 아닌 경우,4.0
서울 관악구,남,20대,가족이 아닌 경우,4.0
서울 관악구,남,30대,가족,4.111111111111111
서울 관악구,남,30대,가족이 아닌 경우,4.333333333333333
서울 관악구,남,40대,가족,4.166666666666666
서울 관악구,남,40대,가족이 아닌 경우,3.0
서울 관악구,남,50대,가족,4.0
서울 관악구,남,50대,가족이 아닌 경우,4.5
서울 관악구,남,60대,가족,4.333333333333333
서울 관악구,남,60대,가족이 아닌 경우,4.25
서울 관악구,남,70세 이상,가족이 아닌 경우,5.0
서울 관악구,여,15~19세,가족이 아닌 경우,4.166666666666666
서울 관악구,여,20대,가족,4.0
서울 관악구,여,20대,가족이 아닌 경우,4.0
서울 관악구,여,30대,가족,4.0
서울 관악구,여,30대,가족이 아닌 경우,3.833333333333333
서울 관악구,여,40대,가족,4.277777777777778
서울 관악구,여,50대,가족,3.3333333333333335
서울 관악구,여,50대,가족이 아닌 경우,3.962962962962963
서울 관악구,여,70세 이상,가족,4.0
서울 광진구,남,15~19세,가족,3.3333333333333335
서울 광진구,남,15~19세,가족이 아닌 경우,4.333333333333334
서울 광진구,남,20대,가족,4.083333333333333
서울 광진구,남,20대,가족이 아닌 경우,4.055555555555556
서울 광진구,남,30대,가족,4.222222222222222
서울 광진구,남,40대,가족,4.0
서울 광진구,남,40대,가족이 아닌 경우,4.0
서울 광진구,남,50대,가족,4.0
서울 광진구,남,50대,가족이 아닌 경우,4.0
서울 광진구,남,60대,가족,4.666666666666667
서울 광진구,남,60대,가족이 아닌 경우,4.0
서울 광진구,남,70세 이상,가족,4.166666666666666
서울 광진구,남,70세 이상,가족이 아닌 경우,4.0
서울 광진구,여,20대,가족,3.6666666666666665
서울 광진구,여,20대,가족이 아닌 경우,4.0
서울 광진구,여,30대,가족,4.222222222222222
서울 광진구,여,30대,가족이 아닌 경우,4.0
서울 광진구,여,40대,가족,4.0
서울 광진구,여,40대,가족이 아닌 경우,4.0
서울 광진구,여,60대,가족,4.0
서울 광진구,여,70세 이상,가족,4.166666666666666
서울 구로구,남,15~19세,가족,4.333333333333333
서울 구로구,남,20대,가족이 아닌 경우,4.5
서울 구로구,남,30대,가족,4.083333333333333
서울 구로구,남,30대,가족이 아닌 경우,3.833333333333333
서울 구로구,남,40대,가족,3.888888888888889
서울 구로구,남,50대,가족,4.0
서울 구로구,남,50대,가족이 아닌 경우,4.0
서울 구로구,남,60대,가족,4.0
서울 구로구,여,20대,가족,4.333333333333333
서울 구로구,여,20대,가족이 아닌 경우,4.0
서울 구로구,여,40대,가족,4.222222222222222
서울 구로구,여,50대,가족,3.75
서울 구로구,여,50대,가족이 아닌 경우,3.3333333333333335
서울 구로구,여,60대,가족,4.0
서울 금천구,남,20대,가족이 아닌 경우,4.0
서울 금천구,남,30대,가족,4.333333333333333
서울 금천구,남,30대,가족이 아닌 경우,4.0
서울 금천구,남,50대,가족,4.0
서울 금천구,여,50대,가족이 아닌 경우,4.0
서울 금천구,여,60대,가족,4.0
서울 금천구,여,60대,가족이 아닌 경우,4.0
서울 노원구,남,15~19세,가족,4.0
서울 노원구,남,20대,가족이 아닌 경우,4.0
서울 노원구,남,30대,가족,4.0
서울 노원구,남,30대,가족이 아닌 경우,3.833333333333333
서울 노원구,남,40대,가족,4.0
서울 노원구,남,40대,가족이 아닌 경우,4.0
서울 노원구,남,50대,가족,4.0
서울 노원구,남,50대,가족이 아닌 경우,4.0
서울 노원구,남,60대,가족이 아닌 경우,4.0
서울 노원구,남,70세 이상,가족,4.333333333333333
서울 노원구,여,15~19세,가족이 아닌 경우,3.6666666666666665
서울 노원구,여,20대,가족이 아닌 경우,5.0
서울 노원구,여,30대,가족,4.333333333333334
서울 노원구,여,30대,가족이 아닌 경우,4.0
서울 노원구,여,40대,가족,4.666666666666666
서울 노원구,여,40대,가족이 아닌 경우,4.0
서울 노원구,여,50대,가족,4.0
서울 노원구,여,50대,가족이 아닌 경우,4.0
서울 노원구,여,60대,가족,4.0
서울 노원구,여,60대,가족이 아닌 경우,4.333333333333333
서울 노원구,여,70세 이상,가족,4.333333333333333
서울 도봉구,남,20대,가족이 아닌 경우,3.7777777777777772
서울 도봉구,남,40대,가족,4.0
서울 도봉구,남,40대,가족이 아닌 경우,4.0
서울 도봉구,남,50대,가족,4.333333333333333
서울 도봉구,남,60대,가족,4.0
서울 도봉구,여,20대,가족이 아닌 경우,4.133333333333333
서울 도봉구,여,30대,가족,4.333333333333333
서울 도봉구,여,30대,가족이 아닌 경우,5.0
서울 도봉구,여,50대,가족,4.166666666666666
서울 도봉구,여,50대,가족이 아닌 경우,3.833333333333333
서울 도봉구,여,60대,가족이 아닌 경우,4.666666666666667
서울 도봉구,여,70세 이상,가족,4.0
서울 도봉구,여,70세 이상,가족이 아닌 경우,4.0
서울 동대문구,남,15~19세,가족,4.0
서울 동대문구,남,15~19세,가족이 아닌 경우,3.6666666666666665
서울 동대문구,남,20대,가족이 아닌 경우,4.166666666666667
서울 동대문구,남,30대,가족,4.0
서울 동대문구,남,30대,가족이 아닌 경우,4.0
서울 동대문구,남,40대,가족이 아닌 경우,5.0
서울 동대문구,남,50대,가족,3.6666666666666665
서울 동대문구,남,60대,가족,3.9333333333333336
서울 동대문구,여,15~19세,가족이 아닌 경우,4.0
서울 동대문구,여,20대,가족,4.5
서울 동대문구,여,20대,가족이 아닌 경우,4.066666666666666
서울 동대문구,여,30대,가족,3.888888888888889
서울 동대문구,여,30대,가족이 아닌 경우,4.222222222222222
서울 동대문구,여,40대,가족,4.5
서울 동대문구,여,40대,가족이 아닌 경우,4.0
서울 동대문구,여,50대,가족,4.333333333333333
서울 동대문구,여,50대,가족이 아닌 경우,4.266666666666667
서울 동대문구,여,60대,가족,4.0
서울 동대문구,여,60대,가족이 아닌 경우,3.7777777777777772
서울 동대문구,여,70세 이상,가족이 아닌 경우,4.0
서울 동작구,남,20대,가족이 아닌 경우,4.333333333333334
서울 동작구,남,30대,가족,3.888888888888889
서울 동작구,남,30대,가족이 아닌 경우,4.333333333333333
서울 동작구,남,40대,가족,4.333333333333333
서울 동작구,남,60대,가족,3.6666666666666665
서울 동작구,남,70세 이상,가족,3.3333333333333335
서울 동작구,여,15~19세,가족이 아닌 경우,3.3333333333333335
서울 동작구,여,20대,가족이 아닌 경우,3.3333333333333335
서울 동작구,여,50대,가족,3.7777777777777772
서울 동작구,여,50대,가족이 아닌 경우,4.333333333333333
서울 동작구,여,60대,가족,4.0
서울 동작구,여,60대,가족이 아닌 경우,3.3333333333333335
서울 마포구,남,15~19세,가족,3.833333333333333
서울 마포구,남,15~19세,가족이 아닌 경우,3.75
서울 마포구,남,20대,가족,5.0
서울 마포구,남,20대,가족이 아닌 경우,4.144444444444444
서울 마포구,남,30대,가족,3.666666666666667
서울 마포구,남,30대,가족이 아닌 경우,3.6666666666666665
서울 마포구,남,40대,가족,3.6666666666666665
서울 마포구,남,40대,가족이 아닌 경우,4.0
서울 마포구,남,50대,가족,4.0
서울 마포구,남,50대,가족이 아닌 경우,4.0
서울 마포구,남,60대,가족이 아닌 경우,3.666666666666667
서울 마포구,남,70세 이상,가족,4.333333333333333
서울 마포구,남,70세 이상,가족이 아닌 경우,4.0
서울 마포구,여,15~19세,가족,4.333333333333333
서울 마포구,여,15~19세,가족이 아닌 경우,4.066666666666666
서울 마포구,여,20대,가족,4.111111111111112
서울 마포구,여,20대,가족이 아닌 경우,4.121212121212121
서울 마포구,여,30대,가족이 아닌 경우,4.142857142857143
서울 마포구,여,40대,가족,4.166666666666666
서울 마포구,여,40대,가족이 아닌 경우,3.833333333333333
서울 마포구,여,50대,가족,4.0
서울 마포구,여,50대,가족이 아닌 경우,4.166666666666666
서울 마포구,여,60대,가족,4.0
서울 마포구,여,60대,가족이 아닌 경우,4.0
서울 마포구,여,70세 이상,가족,3.6666666666666665
서울 서대문구,남,20대,가족이 아닌 경우,3.8333333333333335
서울 서대문구,남,30대,가족,3.0
서울 서대문구,남,30대,가족이 아닌 경우,3.6666666666666665
서울 서대문구,남,50대,가족이 아닌 경우,4.0
서울 서대문구,여,20대,가족이 아닌 경우,4.2
서울 서대문구,여,40대,가족,4.5
서울 서대문구,여,40대,가족이 아닌 경우,4.0
서울 서대문구,여,50대,가족,3.3333333333333335
서울 서대문구,여,50대,가족이 아닌 경우,4.333333333333333
서울 서대문구,여,60대,가족이 아닌 경우,4.0
서울 서대문구,여,70세 이상,가족,4.0
서울 서초구,남,20대,가족이 아닌 경우,3.4444444444444446
서울 서초구,남,30대,가족이 아닌 경우,4.333333333333333
서울 서초구,남,40대,가족,3.5
서울 서초구,남,40대,가족이 아닌 경우,4.0
서울 서초구,남,50대,가족,4.333333333333333
서울 서초구,남,50대,가족이 아닌 경우,3.888888888888889
서울 서초구,남,70세 이상,가족,4.666666666666667
서울 서초구,여,20대,가족이 아닌 경우,4.476190476190476
서울 서초구,여,30대,가족,4.666666666666667
서울 서초구,여,30대,가족이 아닌 경우,4.333333333333334
서울 서초구,여,40대,가족,3.9166666666666665
서울 서초구,여,40대,가족이 아닌 경우,4.0
서울 서초구,여,50대,가족,4.0
서울 서초구,여,50대,가족이 아닌 경우,4.333333333333333
서울 서초구,여,60대,가족,3.666666666666667
서울 서초구,여,60대,가족이 아닌 경우,4.666666666666667
서울 성동구,남,15~19세,가족이 아닌 경우,4.166666666666667
서울 성동구,남,20대,가족이 아닌 경우,3.666666666666667
서울 성동구,남,30대,가족이 아닌 경우,4.333333333333333
서울 성동구,남,60대,가족,4.0
서울 성동구,남,70세 이상,가족,3.0
서울 성동구,여,15~19세,가족,4.333333333333333
서울 성동구,여,20대,가족,4.0
서울 성동구,여,20대,가족이 아닌 경우,4.0
서울 성동구,여,30대,가족,4.0
서울 성동구,여,40대,가족,4.333333333333333
서울 성동구,여,40대,가족이 아닌 경우,4.0
서울 성동구,여,50대,가족,4.666666666666667
서울 성동구,여,60대,가족이 아닌 경우,4.0
서울 성북구,남,15~19세,가족이 아닌 경우,4.333333333333333
서울 성북구,남,30대,가족,4.0
서울 성북구,남,50대,가족,4.0
서울 성북구,여,20대,가족,4.333333333333333
서울 성북구,여,40대,가족,4.0
서울 성북구,여,40대,가족이 아닌 경우,4.0
서울 성북구,여,60대,가족,3.3333333333333335
서울 송파구,남,15~19세,가족,4.333333333333333
서울 송파구,남,15~19세,가족이 아닌 경우,4.03921568627451
서울 송파구,남,20대,가족,4.166666666666666
서울 송파구,남,20대,가족이 아닌 경우,4.111111111111111
서울 송파구,남,30대,가족,4.111111111111111
서울 송파구,남,30대,가족이 아닌 경우,3.952380952380952
서울 송파구,남,40대,가족,3.9411764705882355
서울 송파구,남,40대,가족이 아닌 경우,4.333333333333333
서울 송파구,남,50대,가족,3.875
서울 송파구,남,50대,가족이 아닌 경우,4.833333333333334
서울 송파구,남,60대,가족이 아닌 경우,4.0
서울 송파구,남,70세 이상,가족,4.055555555555555
서울 송파구,남,70세 이상,가족이 아닌 경우,4.066666666666667
서울 송파구,여,15~19세,가족,5.0
서울 송파구,여,15~19세,가족이 아닌 경우,4.166666666666666
서울 송파구,여,20대,가족,3.7777777777777772
서울 송파구,여,20대,가족이 아닌 경우,4.027027027027027
서울 송파구,여,30대,가족,3.9206349206349205
서울 송파구,여,30대,가족이 아닌 경우,4.111111111111111
서울 송파구,여,40대,가족,4.045454545454546
서울 송파구,여,40대,가족이 아닌 경우,4.0
서울 송파구,여,50대,가족,3.733333333333333
서울 송파구,여,50대,가족이 아닌 경우,4.0
서울 송파구,여,60대,가족,4.111111111111111
서울 송파구,여,60대,가족이 아닌 경우,4.666666666666667
서울 송파구,여,70세 이상,가족,4.0
서울 송파구,여,70세 이상,가족이 아닌 경우,4.5
서울 양천구,남,40대,가족이 아닌 경우,4.0
서울 양천구,여,30대,가족,4.0
서울 양천구,여,40대,가족,4.0
서울 양천구,여,50대,가족이 아닌 경우,4.333333333333333
서울 영등포구,남,15~19세,가족,3.6666666666666665
서울 영등포구,남,15~19세,가족이 아닌 경우,4.416666666666667
서울 영등포구,남,20대,가족,4.0
서울 영등포구,남,20대,가족이 아닌 경우,3.888888888888889
서울 영등포구,남,30대,가족,3.944444444444444
서울 영등포구,남,30대,가족이 아닌 경우,4.0
서울 영등포구,남,40대,가족,4.0
서울 영등포구,남,40대,가족이 아닌 경우,4.0
서울 영등포구,남,50대,가족,4.166666666666667
서울 영등포구,남,50대,가족이 아닌 경우,3.777777777777778
서울 영등포구,남,60대,가족,3.888888888888889
서울 영등포구,남,60대,가족이 아닌 경우,4.111111111111111
서울 영등포구,남,70세 이상,가족,4.0
서울 영등포구,여,15~19세,가족,4.0
서울 영등포구,여,15~19세,가족이 아닌 경우,3.75
서울 영등포구,여,20대,가족,4.333333333333333
서울 영등포구,여,20대,가족이 아닌 경우,3.888888888888889
서울 영등포구,여,30대,가족,3.4444444444444446
서울 영등포구,여,30대,가족이 아닌 경우,4.0
서울 영등포구,여,40대,가족,4.083333333333333
서울 영등포구,여,50대,가족이 아닌 경우,3.6666666666666665
서울 영등포구,여,60대,가족,3.0
서울 영등포구,여,60대,가족이 아닌 경우,3.7777777777777772
서울 영등포구,여,70세 이상,가족,4.0
서울 영등포구,여,70세 이상,가족이 아닌 경우,4.333333333333333
서울 용산구,남,15~19세,가족이 아닌 경우,4.0
서울 용산구,남,20대,가족,4.0
서울 용산구,남,20대,가족이 아닌 경우,4.222222222222222
서울 용산구,남,30대,가족,3.833333333333333
서울 용산구,남,30대,가족이 아닌 경우,3.666666666666667
서울 용산구,남,40대,가족,3.8333333333333335
서울 용산구,남,40대,가족이 아닌 경우,4.0
서울 용산구,남,50대,가족,4.0
서울 용산구,남,50대,가족이 아닌 경우,4.277777777777778
서울 용산구,남,60대,가족,3.6666666666666665
서울 용산구,남,60대,가족이 아닌 경우,4.0
서울 용산구,남,70세 이상,가족,4.5
서울 용산구,남,70세 이상,가족이 아닌 경우,4.0
서울 용산구,여,20대,가족,4.0
서울 용산구,여,20대,가족이 아닌 경우,4.027777777777778
서울 용산구,여,30대,가족,4.166666666666666
서울 용산구,여,30대,가족이 아닌 경우,4.111111111111111
서울 용산구,여,40대,가족,3.0
서울 용산구,여,40대,가족이 아닌 경우,3.9333333333333336
서울 용산구,여,50대,가족,3.0
서울 용산구,여,50대,가족이 아닌 경우,3.6666666666666665
서울 용산구,여,60대,가족,4.333333333333334
서울 용산구,여,60대,가족이 아닌 경우,4.0
서울 용산구,여,70세 이상,가족이 아닌 경우,2.3333333333333335
서울 은평구,남,20대,가족이 아닌 경우,4.0
서울 은평구,남,40대,가족,4.0
서울 은평구,남,50대,가족,4.333333333333333
서울 은평구,남,50대,가족이 아닌 경우,3.6666666666666665
서울 은평구,남,60대,가족,5.0
서울 은평구,남,60대,가족이 아닌 경우,4.0
서울 은평구,여,20대,가족이 아닌 경우,3.6666666666666665
서울 은평구,여,30대,가족,4.333333333333333
서울 은평구,여,40대,가족,4.111111111111111
서울 은평구,여,40대,가족이 아닌 경우,4.0
서울 은평구,여,60대,가족,4.0
서울 은평구,여,70세 이상,가족,4.333333333333333
서울 종로구,남,15~19세,가족,3.833333333333333
서울 종로구,남,15~19세,가족이 아닌 경우,4.111111111111111
서울 종로구,남,20대,가족,4.0
서울 종로구,남,20대,가족이 아닌 경우,4.2
서울 종로구,남,30대,가족,3.9393939393939394
서울 종로구,남,30대,가족이 아닌 경우,3.9444444444444446
서울 종로구,남,40대,가족,4.166666666666667
서울 종로구,남,40대,가족이 아닌 경우,4.0
서울 종로구,남,50대,가족,4.083333333333333
서울 종로구,남,50대,가족이 아닌 경우,4.222222222222222
서울 종로구,남,60대,가족,3.8095238095238098
서울 종로구,남,60대,가족이 아닌 경우,4.2
서울 종로구,남,70세 이상,가족,5.0
서울 종로구,남,70세 이상,가족이 아닌 경우,4.416666666666666
서울 종로구,여,15~19세,가족,4.333333333333333
서울 종로구,여,15~19세,가족이 아닌 경우,4.25
서울 종로구,여,20대,가족,4.0
서울 종로구,여,20대,가족이 아닌 경우,4.1395348837209305
서울 종로구,여,30대,가족,4.145833333333333
서울 종로구,여,30대,가족이 아닌 경우,4.222222222222222
서울 종로구,여,40대,가족,4.07936507936508
서울 종로구,여,40대,가족이 아닌 경우,4.066666666666666
서울 종로구,여,50대,가족,4.0
서울 종로구,여,50대,가족이 아닌 경우,4.020833333333333
서울 종로구,여,60대,가족,3.5555555555555554
서울 종로구,여,60대,가족이 아닌 경우,4.0
서울 종로구,여,70세 이상,가족,3.833333333333333
서울 종로구,여,70세 이상,가족이 아닌 경우,3.7777777777777772
서울 중구,남,15~19세,가족이 아닌 경우,4.055555555555555
서울 중구,남,20대,가족,4.0
서울 중구,남,20대,가족이 아닌 경우,4.2
서울 중구,남,30대,가족,4.0
서울 중구,남,30대,가족이 아닌 경우,3.8333333333333335
서울 중구,남,40대,가족,4.0
서울 중구,남,40대,가족이 아닌 경우,4.0
서울 중구,남,50대,가족,4.0
서울 중구,남,50대,가족이 아닌 경우,4.5
서울 중구,남,60대,가족,4.0
서울 중구,남,60대,가족이 아닌 경우,4.0
서울 중구,여,15~19세,가족이 아닌 경우,4.166666666666667
서울 중구,여,20대,가족이 아닌 경우,4.236111111111112
서울 중구,여,30대,가족,4.5
서울 중구,여,30대,가족이 아닌 경우,4.0
서울 중구,여,40대,가족,4.4
서울 중구,여,40대,가족이 아닌 경우,4.0
서울 중구,여,50대,가족,4.083333333333333
서울 중구,여,50대,가족이 아닌 경우,3.9333333333333336
서울 중구,여,60대,가족,3.9333333333333327
서울 중구,여,60대,가족이 아닌 경우,4.083333333333333
서울 중구,여,70세 이상,가족,4.0
서울 중구,여,70세 이상,가족이 아닌 경우,4.0
서울 중랑구,남,15~19세,가족이 아닌 경우,4.333333333333333
서울 중랑구,남,20대,가족이 아닌 경우,4.833333333333334
서울 중랑구,남,50대,가족,3.3333333333333335
서울 중랑구,여,15~19세,가족,4.333333333333333
서울 중랑구,여,40대,가족,4.333333333333333
서울 중랑구,여,50대,가족,4.333333333333333
세종특별자치시,남,15~19세,가족,4.333333333333334
세종특별자치시,남,15~19세,가족이 아닌 경우,3.6666666666666665
세종특별자치시,남,20대,가족,4.0
세종특별자치시,남,20대,가족이 아닌 경우,4.0344827586206895
세종특별자치시,남,30대,가족,3.9047619047619047
세종특별자치시,남,30대,가족이 아닌 경우,4.019607843137255
세종특별자치시,남,40대,가족,3.9222222222222225
세종특별자치시,남,40대,가족이 아닌 경우,3.888888888888889
세종특별자치시,남,50대,가족,3.9285714285714284
세종특별자치시,남,50대,가족이 아닌 경우,3.7777777777777772
세종특별자치시,남,60대,가족,3.8095238095238098
세종특별자치시,남,60대,가족이 아닌 경우,4.0
세종특별자치시,남,70세 이상,가족,3.888888888888889
세종특별자치시,남,70세 이상,가족이 아닌 경우,4.0
세종특별자치시,여,15~19세,가족,3.666666666666667
세종특별자치시,여,15~19세,가족이 아닌 경우,4.111111111111111
세종특별자치시,여,20대,가족,4.166666666666666
세종특별자치시,여,20대,가족이 아닌 경우,4.0
세종특별자치시,여,30대,가족,3.9696969696969693
세종특별자치시,여,30대,가족이 아닌 경우,3.8333333333333335
세종특별자치시,여,40대,가족,3.9523809523809526
세종특별자치시,여,40대,가족이 아닌 경우,4.166666666666666
세종특별자치시,여,50대,가족,4.0606060606060606
세종특별자치시,여,50대,가족이 아닌 경우,4.333333333333333
세종특별자치시,여,60대,가족,3.9583333333333335
세종특별자치시,여,60대,가족이 아닌 경우,3.6666666666666665
세종특별자치시,여,70세 이상,가족,3.958333333333333
세종특별자치시,여,70세 이상,가족이 아닌 경우,4.0
울산 남구,남,15~19세,가족,4.0
울산 남구,남,15~19세,가족이 아닌 경우,4.0
울산 남구,남,20대,가족이 아닌 경우,3.9583333333333335
울산 남구,남,30대,가족,4.0
울산 남구,남,30대,가족이 아닌 경우,4.142857142857143
울산 남구,남,40대,가족,4.0
울산 남구,남,40대,가족이 아닌 경우,4.0
울산 남구,남,50대,가족,4.185185185185185
울산 남구,남,50대,가족이 아닌 경우,3.888888888888889
울산 남구,남,60대,가족,3.9583333333333335
울산 남구,남,60대,가족이 아닌 경우,4.0
울산 남구,남,70세 이상,가족,4.0
울산 남구,남,70세 이상,가족이 아닌 경우,5.0
울산 남구,여,15~19세,가족,4.333333333333333
울산 남구,여,15~19세,가족이 아닌 경우,4.666666666666667
울산 남구,여,20대,가족,4.222222222222222
울산 남구,여,20대,가족이 아닌 경우,3.962962962962963
울산 남구,여,30대,가족,4.285714285714286
울산 남구,여,30대,가족이 아닌 경우,4.166666666666667
울산 남구,여,40대,가족,4.0
울산 남구,여,40대,가족이 아닌 경우,3.6666666666666665
울산 남구,여,50대,가족,4.190476190476191
울산 남구,여,50대,가족이 아닌 경우,3.5833333333333335
울산 남구,여,60대,가족,4.2666666666666675
울산 남구,여,60대,가족이 아닌 경우,3.5
울산 남구,여,70세 이상,가족,3.6666666666666665
울산 남구,여,70세 이상,가족이 아닌 경우,3.888888888888889
울산 동구,남,15~19세,가족,3.333333333333333
울산 동구,남,15~19세,가족이 아닌 경우,3.666666666666667
울산 동구,남,20대,가족,3.6666666666666665
울산 동구,남,20대,가족이 아닌 경우,4.095238095238096
울산 동구,남,30대,가족,4.0
울산 동구,남,30대,가족이 아닌 경우,3.962962962962963
울산 동구,남,40대,가족,4.181818181818182
울산 동구,남,40대,가족이 아닌 경우,4.083333333333333
울산 동구,남,50대,가족,4.0
울산 동구,남,50대,가족이 아닌 경우,4.055555555555555
울산 동구,남,60대,가족,3.8518518518518516
울산 동구,남,60대,가족이 아닌 경우,4.083333333333333
울산 동구,남,70세 이상,가족,3.3333333333333335
울산 동구,여,15~19세,가족,4.666666666666667
울산 동구,여,15~19세,가족이 아닌 경우,4.0
울산 동구,여,20대,가족이 아닌 경우,3.944444444444444
울산 동구,여,30대,가족,3.8888888888888893
울산 동구,여,30대,가족이 아닌 경우,4.111111111111112
울산 동구,여,40대,가족,3.862745098039216
울산 동구,여,40대,가족이 아닌 경우,4.0
울산 동구,여,50대,가족,3.9333333333333336
울산 동구,여,50대,가족이 아닌 경우,3.666666666666667
울산 동구,여,60대,가족,4.055555555555555
울산 동구,여,60대,가족이 아닌 경우,4.0
울산 동구,여,70세 이상,가족,3.9166666666666665
울산 동구,여,70세 이상,가족이 아닌 경우,4.0
울산 북구,남,20대,가족이 아닌 경우,4.166666666666666
울산 북구,남,30대,가족이 아닌 경우,4.333333333333333
