법정동코드,시군구,성별,연령대,동반자유형,평점
48840,경상남도 남해군,여,20대,가족,4.25
48840,경상남도 남해군,여,20대,비가족,4.173333333
48840,경상남도 남해군,여,30대,가족,4.227272727
48840,경상남도 남해군,여,30대,비가족,4.101449275
48840,경상남도 남해군,여,40대,가족,4.086956522
48840,경상남도 남해군,여,40대,비가족,4.116666667
48840,경상남도 남해군,여,50대,가족,4.034013605
48840,경상남도 남해군,여,50대,비가족,4.175925926
48840,경상남도 남해군,여,60대,가족,4
48840,경상남도 남해군,여,60대,비가족,3.986111111
48840,경상남도 남해군,여,70세 이상,가족,3.888888889
48840,경상남도 남해군,여,70세 이상,비가족,4.151515152
48270,경상남도 밀양시,남,15~19세,가족,4
48270,경상남도 밀양시,남,20대,가족,4
48270,경상남도 밀양시,남,20대,비가족,4.049382716
48270,경상남도 밀양시,남,30대,가족,4.166666667
48270,경상남도 밀양시,남,30대,비가족,4.078431373
48270,경상남도 밀양시,남,40대,가족,4.016666667
48270,경상남도 밀양시,남,40대,비가족,3.523809524
48270,경상남도 밀양시,남,50대,가족,4.116666667
48270,경상남도 밀양시,남,50대,비가족,3.814814815
48270,경상남도 밀양시,남,60대,가족,3.980392157
48270,경상남도 밀양시,남,60대,비가족,3.958333333
48270,경상남도 밀양시,남,70세 이상,가족,4
48270,경상남도 밀양시,남,70세 이상,비가족,4
48270,경상남도 밀양시,여,15~19세,가족,3.777777778
48270,경상남도 밀양시,여,15~19세,비가족,3.166666667
48270,경상남도 밀양시,여,20대,가족,4.25
48270,경상남도 밀양시,여,20대,비가족,4.023809524
48270,경상남도 밀양시,여,30대,가족,4.166666667
48270,경상남도 밀양시,여,30대,비가족,4
48270,경상남도 밀양시,여,40대,가족,4.141025641
48270,경상남도 밀양시,여,40대,비가족,4.2
48270,경상남도 밀양시,여,50대,가족,3.962962963
48270,경상남도 밀양시,여,50대,비가족,4.121212121
48270,경상남도 밀양시,여,60대,가족,3.933333333
48270,경상남도 밀양시,여,60대,비가족,4.166666667
48270,경상남도 밀양시,여,70세 이상,가족,4.033333333
48270,경상남도 밀양시,여,70세 이상,비가족,4
48240,경상남도 사천시,남,20대,가족,3.666666667
48240,경상남도 사천시,남,20대,비가족,4.066666667
48240,경상남도 사천시,남,30대,가족,5
48240,경상남도 사천시,남,30대,비가족,4.133333333
48240,경상남도 사천시,남,40대,가족,4.185185185
48240,경상남도 사천시,남,40대,비가족,4.166666667
48240,경상남도 사천시,남,50대,가족,4.111111111
48240,경상남도 사천시,남,50대,비가족,4.111111111
48240,경상남도 사천시,남,60대,가족,3.888888889
48240,경상남도 사천시,남,60대,비가족,4
48240,경상남도 사천시,남,70세 이상,가족,3
48240,경상남도 사천시,남,70세 이상,비가족,3.75
48240,경상남도 사천시,여,15~19세,가족,4.666666667
48240,경상남도 사천시,여,15~19세,비가족,3.833333333
48240,경상남도 사천시,여,20대,가족,4
48240,경상남도 사천시,여,20대,비가족,4.055555556
48240,경상남도 사천시,여,30대,가족,3.933333333
48240,경상남도 사천시,여,30대,비가족,4.444444444
48240,경상남도 사천시,여,40대,가족,4.041666667
48240,경상남도 사천시,여,40대,비가족,4
48240,경상남도 사천시,여,50대,가족,4.041666667
48240,경상남도 사천시,여,50대,비가족,4
48240,경상남도 사천시,여,60대,가족,4.066666667
48240,경상남도 사천시,여,60대,비가족,3.866666667
48240,경상남도 사천시,여,70세 이상,가족,4.133333333
48240,경상남도 사천시,여,70세 이상,비가족,4.111111111
48860,경상남도 산청군,남,15~19세,가족,4
48860,경상남도 산청군,남,15~19세,비가족,4.466666667
48860,경상남도 산청군,남,20대,비가족,4.380952381
48860,경상남도 산청군,남,30대,가족,4
48860,경상남도 산청군,남,30대,비가족,4.095238095
48860,경상남도 산청군,남,40대,가족,4.047619048
48860,경상남도 산청군,남,40대,비가족,4.111111111
48860,경상남도 산청군,남,50대,가족,4.025641026
48860,경상남도 산청군,남,50대,비가족,4.148148148
48860,경상남도 산청군,남,60대,가족,4.266666667
48860,경상남도 산청군,남,60대,비가족,4
48860,경상남도 산청군,남,70세 이상,가족,4.416666667
48860,경상남도 산청군,남,70세 이상,비가족,3.777777778
48860,경상남도 산청군,여,15~19세,가족,4
48860,경상남도 산청군,여,20대,가족,3.333333333
48860,경상남도 산청군,여,20대,비가족,3.933333333
48860,경상남도 산청군,여,30대,가족,3.916666667
48860,경상남도 산청군,여,30대,비가족,4.111111111
48860,경상남도 산청군,여,40대,가족,4.125
48860,경상남도 산청군,여,40대,비가족,4.222222222
48860,경상남도 산청군,여,50대,가족,4.285714286
48860,경상남도 산청군,여,50대,비가족,3.972222222
48860,경상남도 산청군,여,60대,가족,4
48860,경상남도 산청군,여,60대,비가족,4.5
48860,경상남도 산청군,여,70세 이상,가족,4.133333333
48860,경상남도 산청군,여,70세 이상,비가족,4
48330,경상남도 양산시,남,15~19세,가족,3.75
48330,경상남도 양산시,남,15~19세,비가족,4
48330,경상남도 양산시,남,20대,가족,3.933333333
48330,경상남도 양산시,남,20대,비가족,4.083333333
48330,경상남도 양산시,남,30대,가족,4.0625
48330,경상남도 양산시,남,30대,비가족,3.979166667
48330,경상남도 양산시,남,40대,가족,3.901234568
48330,경상남도 양산시,남,40대,비가족,4
48330,경상남도 양산시,남,50대,가족,4.05
48330,경상남도 양산시,남,50대,비가족,4.033333333
48330,경상남도 양산시,남,60대,가족,4.041666667
48330,경상남도 양산시,남,60대,비가족,4.083333333
48330,경상남도 양산시,남,70세 이상,가족,4
48330,경상남도 양산시,남,70세 이상,비가족,4
48330,경상남도 양산시,여,15~19세,가족,3.833333333
48330,경상남도 양산시,여,15~19세,비가족,4.25
48330,경상남도 양산시,여,20대,가족,4.095238095
48330,경상남도 양산시,여,20대,비가족,3.947368421
48330,경상남도 양산시,여,30대,가족,4
48330,경상남도 양산시,여,30대,비가족,4.111111111
48330,경상남도 양산시,여,40대,가족,4
48330,경상남도 양산시,여,40대,비가족,4.03030303
48330,경상남도 양산시,여,50대,가족,3.883333333
48330,경상남도 양산시,여,50대,비가족,4.055555556
48330,경상남도 양산시,여,60대,가족,4.153846154
48330,경상남도 양산시,여,60대,비가족,4.033333333
48330,경상남도 양산시,여,70세 이상,가족,4.111111111
48330,경상남도 양산시,여,70세 이상,비가족,4.047619048
48720,경상남도 의령군,남,30대,가족,4
48720,경상남도 의령군,남,30대,비가족,4
48720,경상남도 의령군,남,40대,가족,4
48720,경상남도 의령군,남,40대,비가족,4
48720,경상남도 의령군,남,50대,가족,3.555555556
48720,경상남도 의령군,남,50대,비가족,3
48720,경상남도 의령군,남,70세 이상,가족,4.111111111
48720,경상남도 의령군,여,30대,가족,3.666666667
48720,경상남도 의령군,여,40대,가족,3.916666667
48720,경상남도 의령군,여,40대,비가족,4
48720,경상남도 의령군,여,50대,가족,4
48720,경상남도 의령군,여,60대,가족,3.666666667
48720,경상남도 의령군,여,60대,비가족,4
48720,경상남도 의령군,여,70세 이상,가족,4
48720,경상남도 의령군,여,70세 이상,비가족,4
48170,경상남도 진주시,남,15~19세,가족,3.166666667
48170,경상남도 진주시,남,15~19세,비가족,4
48170,경상남도 진주시,남,20대,가족,3.833333333
48170,경상남도 진주시,남,20대,비가족,4.022222222
48170,경상남도 진주시,남,30대,가족,4.222222222
48170,경상남도 진주시,남,30대,비가족,3.888888889
48170,경상남도 진주시,남,40대,가족,4.061728395
48170,경상남도 진주시,남,40대,비가족,3.888888889
48170,경상남도 진주시,남,50대,가족,4.016666667
48170,경상남도 진주시,남,50대,비가족,4.111111111
48170,경상남도 진주시,남,60대,가족,3.933333333
48170,경상남도 진주시,남,60대,비가족,3.833333333
48170,경상남도 진주시,남,70세 이상,가족,3.916666667
48170,경상남도 진주시,남,70세 이상,비가족,3.666666667
48170,경상남도 진주시,여,15~19세,가족,4
48170,경상남도 진주시,여,15~19세,비가족,4.5
48170,경상남도 진주시,여,20대,가족,3.666666667
48170,경상남도 진주시,여,20대,비가족,4.055555556
48170,경상남도 진주시,여,30대,가족,3.952380952
48170,경상남도 진주시,여,30대,비가족,4.033333333
48170,경상남도 진주시,여,40대,가족,3.947368421
48170,경상남도 진주시,여,40대,비가족,3.833333333
48170,경상남도 진주시,여,50대,가족,3.972222222
48170,경상남도 진주시,여,50대,비가족,4.277777778
48170,경상남도 진주시,여,60대,가족,4.041666667
48170,경상남도 진주시,여,60대,비가족,4.083333333
48170,경상남도 진주시,여,70세 이상,가족,4.111111111
48170,경상남도 진주시,여,70세 이상,비가족,3.833333333
48740,경상남도 창녕군,남,15~19세,가족,4
48740,경상남도 창녕군,남,15~19세,비가족,4.166666667
48740,경상남도 창녕군,남,20대,가족,3.833333333
48740,경상남도 창녕군,남,20대,비가족,3.933333333
48740,경상남도 창녕군,남,30대,가족,3.933333333
48740,경상남도 창녕군,남,30대,비가족,3.555555556
48740,경상남도 창녕군,남,40대,가족,3.733333333
48740,경상남도 창녕군,남,40대,비가족,3.666666667
48740,경상남도 창녕군,남,50대,가족,3.916666667
48740,경상남도 창녕군,남,50대,비가족,4.2
48740,경상남도 창녕군,남,60대,가족,4
48740,경상남도 창녕군,남,60대,비가족,3.80952381
48740,경상남도 창녕군,남,70세 이상,비가족,3.333333333
48740,경상남도 창녕군,여,20대,가족,4.166666667
48740,경상남도 창녕군,여,20대,비가족,4
48740,경상남도 창녕군,여,30대,가족,4.055555556
48740,경상남도 창녕군,여,30대,비가족,4
48740,경상남도 창녕군,여,40대,가족,3.666666667
48740,경상남도 창녕군,여,40대,비가족,3.666666667
48740,경상남도 창녕군,여,50대,가족,4.111111111
48740,경상남도 창녕군,여,50대,비가족,4.166666667
48740,경상남도 창녕군,여,60대,가족,3.555555556
48740,경상남도 창녕군,여,60대,비가족,4.125
48740,경상남도 창녕군,여,70세 이상,가족,3.833333333
48740,경상남도 창녕군,여,70세 이상,비가족,3.888888889
48120,경상남도 창원시,남,15~19세,가족,3.666666667
48120,경상남도 창원시,남,15~19세,비가족,4.083333333
48120,경상남도 창원시,남,20대,가족,4
48120,경상남도 창원시,남,20대,비가족,4.148148148
48120,경상남도 창원시,남,30대,가족,4.111111111
48120,경상남도 창원시,남,30대,비가족,4.2
48120,경상남도 창원시,남,40대,가족,4.133333333
48120,경상남도 창원시,남,40대,비가족,3.944444444
48120,경상남도 창원시,남,50대,가족,3.976190476
48120,경상남도 창원시,남,50대,비가족,4.060606061
48120,경상남도 창원시,남,60대,가족,4
48120,경상남도 창원시,남,60대,비가족,3.888888889
48120,경상남도 창원시,남,70세 이상,가족,4.166666667
48120,경상남도 창원시,남,70세 이상,비가족,3.833333333
48120,경상남도 창원시,여,15~19세,가족,4
48120,경상남도 창원시,여,15~19세,비가족,3.833333333
48120,경상남도 창원시,여,20대,가족,4.055555556
48120,경상남도 창원시,여,20대,비가족,4.181818182
48120,경상남도 창원시,여,30대,가족,4.145833333
48120,경상남도 창원시,여,30대,비가족,3.666666667
48120,경상남도 창원시,여,40대,가족,4.043478261
48120,경상남도 창원시,여,40대,비가족,4
48120,경상남도 창원시,여,50대,가족,4.044444444
48120,경상남도 창원시,여,50대,비가족,4.090909091
48120,경상남도 창원시,여,60대,가족,4.142857143
48120,경상남도 창원시,여,60대,비가족,4.333333333
48120,경상남도 창원시,여,70세 이상,가족,4.066666667
48120,경상남도 창원시,여,70세 이상,비가족,4.111111111
48220,경상남도 통영시,남,15~19세,가족,4
48220,경상남도 통영시,남,15~19세,비가족,4
48220,경상남도 통영시,남,20대,가족,4.083333333
48220,경상남도 통영시,남,20대,비가족,4.12962963
48220,경상남도 통영시,남,30대,가족,4.022222222
48220,경상남도 통영시,남,30대,비가족,4.092592593
48220,경상남도 통영시,남,40대,가족,4.081300813
48220,경상남도 통영시,남,40대,비가족,4.238095238
48220,경상남도 통영시,남,50대,가족,4.172043011
48220,경상남도 통영시,남,50대,비가족,3.973333333
48220,경상남도 통영시,남,60대,가족,4.192307692
48220,경상남도 통영시,남,60대,비가족,4.2
48220,경상남도 통영시,남,70세 이상,가족,4.055555556
48220,경상남도 통영시,남,70세 이상,비가족,4.166666667
48220,경상남도 통영시,여,15~19세,가족,4.111111111
48220,경상남도 통영시,여,15~19세,비가족,3.866666667
48220,경상남도 통영시,여,20대,가족,4.166666667
48220,경상남도 통영시,여,20대,비가족,4.03125
48220,경상남도 통영시,여,30대,가족,4.179487179
48220,경상남도 통영시,여,30대,비가족,4.205128205
48220,경상남도 통영시,여,40대,가족,4.04040404
48220,경상남도 통영시,여,40대,비가족,4.263157895
48220,경상남도 통영시,여,50대,가족,4.135416667
48220,경상남도 통영시,여,50대,비가족,4.232323232
48220,경상남도 통영시,여,60대,가족,4.111111111
48220,경상남도 통영시,여,60대,비가족,4.166666667
48220,경상남도 통영시,여,70세 이상,가족,4.2
48220,경상남도 통영시,여,70세 이상,비가족,3.939393939
48850,경상남도 하동군,남,15~19세,가족,4
48850,경상남도 하동군,남,20대,가족,4.333333333
48850,경상남도 하동군,남,20대,비가족,4.303030303
48850,경상남도 하동군,남,30대,가족,4.066666667
