법정동코드,시군구,성별,연령대,동반자유형,평점
41110,경기도 수원시,남,70세 이상,가족,4.666666667
41110,경기도 수원시,남,70세 이상,비가족,4.083333333
41110,경기도 수원시,여,15~19세,가족,3
41110,경기도 수원시,여,15~19세,비가족,4
41110,경기도 수원시,여,20대,가족,4
41110,경기도 수원시,여,20대,비가족,3.920634921
41110,경기도 수원시,여,30대,가족,3.958333333
41110,경기도 수원시,여,30대,비가족,3.866666667
41110,경기도 수원시,여,40대,가족,4.044444444
41110,경기도 수원시,여,40대,비가족,3.666666667
41110,경기도 수원시,여,50대,가족,3.866666667
41110,경기도 수원시,여,50대,비가족,4.083333333
41110,경기도 수원시,여,60대,가족,4.181818182
41110,경기도 수원시,여,60대,비가족,3.833333333
41110,경기도 수원시,여,70세 이상,가족,4
41110,경기도 수원시,여,70세 이상,비가족,4
41390,경기도 시흥시,남,15~19세,가족,4
41390,경기도 시흥시,남,15~19세,비가족,4
41390,경기도 시흥시,남,20대,가족,4
41390,경기도 시흥시,남,20대,비가족,3.75
41390,경기도 시흥시,남,30대,가족,4.03030303
41390,경기도 시흥시,남,30대,비가족,4
41390,경기도 시흥시,남,40대,가족,4
41390,경기도 시흥시,남,40대,비가족,4
41390,경기도 시흥시,남,50대,가족,4
41390,경기도 시흥시,남,60대,가족,4.333333333
41390,경기도 시흥시,남,60대,비가족,4.166666667
41390,경기도 시흥시,남,70세 이상,가족,4
41390,경기도 시흥시,남,70세 이상,비가족,3.333333333
41390,경기도 시흥시,여,15~19세,가족,5
41390,경기도 시흥시,여,15~19세,비가족,4
41390,경기도 시흥시,여,20대,가족,4
41390,경기도 시흥시,여,20대,비가족,4
41390,경기도 시흥시,여,30대,가족,4.111111111
41390,경기도 시흥시,여,30대,비가족,4
41390,경기도 시흥시,여,40대,가족,3.866666667
41390,경기도 시흥시,여,40대,비가족,3.866666667
41390,경기도 시흥시,여,50대,가족,4.111111111
41390,경기도 시흥시,여,50대,비가족,3.933333333
41390,경기도 시흥시,여,60대,가족,4
41390,경기도 시흥시,여,60대,비가족,4.222222222
41390,경기도 시흥시,여,70세 이상,가족,4
41270,경기도 안산시,남,15~19세,가족,4
41270,경기도 안산시,남,15~19세,비가족,4
41270,경기도 안산시,남,20대,가족,4
41270,경기도 안산시,남,20대,비가족,4.121212121
41270,경기도 안산시,남,30대,가족,4.177777778
41270,경기도 안산시,남,30대,비가족,4.083333333
41270,경기도 안산시,남,40대,가족,3.916666667
41270,경기도 안산시,남,40대,비가족,3.555555556
41270,경기도 안산시,남,50대,가족,4
41270,경기도 안산시,남,50대,비가족,4
41270,경기도 안산시,남,60대,가족,4
41270,경기도 안산시,남,60대,비가족,3.777777778
41270,경기도 안산시,남,70세 이상,가족,2.666666667
41270,경기도 안산시,남,70세 이상,비가족,4
41270,경기도 안산시,여,15~19세,가족,4.083333333
41270,경기도 안산시,여,15~19세,비가족,4.166666667
41270,경기도 안산시,여,20대,가족,4
41270,경기도 안산시,여,20대,비가족,3.921568627
41270,경기도 안산시,여,30대,가족,3.966666667
41270,경기도 안산시,여,30대,비가족,4
41270,경기도 안산시,여,40대,가족,4.03030303
41270,경기도 안산시,여,40대,비가족,3.166666667
41270,경기도 안산시,여,50대,가족,4.285714286
41270,경기도 안산시,여,50대,비가족,3.875
41270,경기도 안산시,여,60대,가족,4.25
41270,경기도 안산시,여,60대,비가족,4
41270,경기도 안산시,여,70세 이상,가족,3.666666667
41550,경기도 안성시,남,20대,가족,4.333333333
41550,경기도 안성시,남,20대,비가족,3.333333333
41550,경기도 안성시,남,30대,가족,3.933333333
41550,경기도 안성시,남,30대,비가족,4.066666667
41550,경기도 안성시,남,40대,가족,4.055555556
41550,경기도 안성시,남,40대,비가족,4
41550,경기도 안성시,남,50대,가족,3.733333333
41550,경기도 안성시,남,50대,비가족,4.111111111
41550,경기도 안성시,남,60대,가족,5
41550,경기도 안성시,남,70세 이상,가족,4
41550,경기도 안성시,여,20대,가족,4.333333333
41550,경기도 안성시,여,20대,비가족,4
41550,경기도 안성시,여,30대,가족,4.179487179
41550,경기도 안성시,여,30대,비가족,3.944444444
41550,경기도 안성시,여,40대,가족,3.875
41550,경기도 안성시,여,40대,비가족,4.5
41550,경기도 안성시,여,50대,가족,4.166666667
41550,경기도 안성시,여,50대,비가족,4.133333333
41550,경기도 안성시,여,60대,가족,3
41550,경기도 안성시,여,60대,비가족,3.933333333
41550,경기도 안성시,여,70세 이상,가족,4
41550,경기도 안성시,여,70세 이상,비가족,4
41170,경기도 안양시,남,15~19세,비가족,3.333333333
41170,경기도 안양시,남,20대,비가족,3.875
41170,경기도 안양시,남,30대,가족,4
41170,경기도 안양시,남,40대,가족,4
41170,경기도 안양시,남,50대,가족,4
41170,경기도 안양시,남,50대,비가족,4.111111111
41170,경기도 안양시,남,60대,가족,3.888888889
41170,경기도 안양시,남,60대,비가족,3.666666667
41170,경기도 안양시,여,15~19세,가족,4
41170,경기도 안양시,여,20대,가족,3
41170,경기도 안양시,여,30대,가족,4
41170,경기도 안양시,여,40대,가족,3.80952381
41170,경기도 안양시,여,40대,비가족,4.333333333
41170,경기도 안양시,여,50대,가족,3.888888889
41170,경기도 안양시,여,50대,비가족,4
41170,경기도 안양시,여,60대,비가족,4
41170,경기도 안양시,여,70세 이상,가족,3.888888889
41630,경기도 양주시,남,20대,가족,4.333333333
41630,경기도 양주시,남,20대,비가족,4.166666667
41630,경기도 양주시,남,30대,가족,4.291666667
41630,경기도 양주시,남,30대,비가족,4
41630,경기도 양주시,남,40대,가족,4.025641026
41630,경기도 양주시,남,40대,비가족,4
41630,경기도 양주시,남,50대,가족,4
41630,경기도 양주시,남,50대,비가족,3.933333333
41630,경기도 양주시,남,60대,가족,4
41630,경기도 양주시,남,60대,비가족,4.083333333
41630,경기도 양주시,남,70세 이상,가족,4
41630,경기도 양주시,여,15~19세,비가족,4
41630,경기도 양주시,여,20대,비가족,4.222222222
41630,경기도 양주시,여,30대,가족,4.111111111
41630,경기도 양주시,여,30대,비가족,4
41630,경기도 양주시,여,40대,가족,4
41630,경기도 양주시,여,40대,비가족,3.5
41630,경기도 양주시,여,50대,가족,4.266666667
41630,경기도 양주시,여,50대,비가족,3.666666667
41630,경기도 양주시,여,60대,가족,3.777777778
41630,경기도 양주시,여,60대,비가족,3.916666667
41630,경기도 양주시,여,70세 이상,가족,4
41830,경기도 양평군,남,15~19세,가족,4
41830,경기도 양평군,남,20대,가족,3.666666667
41830,경기도 양평군,남,20대,비가족,4.150537634
41830,경기도 양평군,남,30대,가족,4.066666667
41830,경기도 양평군,남,30대,비가족,4.083333333
41830,경기도 양평군,남,40대,가족,4.016260163
41830,경기도 양평군,남,40대,비가족,4.047619048
41830,경기도 양평군,남,50대,가족,4.083333333
41830,경기도 양평군,남,50대,비가족,4
41830,경기도 양평군,남,60대,가족,4.037037037
41830,경기도 양평군,남,60대,비가족,4
41830,경기도 양평군,남,70세 이상,가족,3.666666667
41830,경기도 양평군,남,70세 이상,비가족,4.166666667
41830,경기도 양평군,여,15~19세,가족,4.041666667
41830,경기도 양평군,여,15~19세,비가족,4
41830,경기도 양평군,여,20대,가족,4
41830,경기도 양평군,여,20대,비가족,4.019047619
41830,경기도 양평군,여,30대,가족,4.098039216
41830,경기도 양평군,여,30대,비가족,4.12
41830,경기도 양평군,여,40대,가족,4.019047619
41830,경기도 양평군,여,40대,비가족,4.023809524
41830,경기도 양평군,여,50대,가족,3.96969697
41830,경기도 양평군,여,50대,비가족,4.142857143
41830,경기도 양평군,여,60대,가족,4.060606061
41830,경기도 양평군,여,60대,비가족,4.105263158
41830,경기도 양평군,여,70세 이상,가족,4.454545455
41830,경기도 양평군,여,70세 이상,비가족,4.1
41670,경기도 여주시,남,20대,가족,4
41670,경기도 여주시,남,20대,비가족,3.833333333
41670,경기도 여주시,남,30대,가족,3.952380952
41670,경기도 여주시,남,30대,비가족,4
41670,경기도 여주시,남,40대,가족,3.833333333
41670,경기도 여주시,남,40대,비가족,4
41670,경기도 여주시,남,50대,가족,4.166666667
41670,경기도 여주시,남,50대,비가족,4.166666667
41670,경기도 여주시,남,60대,가족,4.5
41670,경기도 여주시,남,60대,비가족,4.25
41670,경기도 여주시,남,70세 이상,가족,4.066666667
41670,경기도 여주시,여,15~19세,비가족,5
41670,경기도 여주시,여,20대,가족,4
41670,경기도 여주시,여,20대,비가족,4.333333333
41670,경기도 여주시,여,30대,가족,4.037037037
41670,경기도 여주시,여,30대,비가족,4
41670,경기도 여주시,여,40대,가족,4.060606061
41670,경기도 여주시,여,40대,비가족,4.047619048
41670,경기도 여주시,여,50대,가족,4
41670,경기도 여주시,여,50대,비가족,3.888888889
41670,경기도 여주시,여,60대,가족,3.333333333
41670,경기도 여주시,여,60대,비가족,4
41670,경기도 여주시,여,70세 이상,가족,3.833333333
41670,경기도 여주시,여,70세 이상,비가족,4
41800,경기도 연천군,남,15~19세,가족,4.666666667
41800,경기도 연천군,남,20대,비가족,4.111111111
41800,경기도 연천군,남,30대,가족,3.666666667
41800,경기도 연천군,남,30대,비가족,3.75
41800,경기도 연천군,남,40대,가족,4.259259259
41800,경기도 연천군,남,40대,비가족,4.666666667
41800,경기도 연천군,남,50대,가족,4.133333333
41800,경기도 연천군,남,50대,비가족,4
41800,경기도 연천군,남,60대,가족,4
41800,경기도 연천군,여,20대,비가족,4
41800,경기도 연천군,여,30대,가족,4.074074074
41800,경기도 연천군,여,30대,비가족,4
41800,경기도 연천군,여,40대,가족,3.933333333
41800,경기도 연천군,여,40대,비가족,4.222222222
41800,경기도 연천군,여,50대,가족,4.166666667
41800,경기도 연천군,여,50대,비가족,3.777777778
41800,경기도 연천군,여,60대,비가족,4
41800,경기도 연천군,여,70세 이상,가족,3.888888889
41800,경기도 연천군,여,70세 이상,비가족,4
41370,경기도 오산시,남,15~19세,가족,4.111111111
41370,경기도 오산시,남,20대,가족,3.666666667
41370,경기도 오산시,남,30대,가족,3.666666667
41370,경기도 오산시,남,30대,비가족,4
41370,경기도 오산시,남,50대,가족,3.888888889
41370,경기도 오산시,남,70세 이상,가족,4
41370,경기도 오산시,여,20대,가족,3.333333333
41370,경기도 오산시,여,20대,비가족,4.333333333
41370,경기도 오산시,여,30대,비가족,3
41370,경기도 오산시,여,40대,가족,3.904761905
41370,경기도 오산시,여,40대,비가족,4
41370,경기도 오산시,여,50대,비가족,4
41370,경기도 오산시,여,60대,가족,3.833333333
41370,경기도 오산시,여,60대,비가족,4
41370,경기도 오산시,여,70세 이상,가족,4.166666667
41460,경기도 용인시,남,15~19세,가족,4.047619048
41460,경기도 용인시,남,15~19세,비가족,4.363636364
41460,경기도 용인시,남,20대,가족,4
41460,경기도 용인시,남,20대,비가족,4.060606061
41460,경기도 용인시,남,30대,가족,4.035714286
41460,경기도 용인시,남,30대,비가족,4
41460,경기도 용인시,남,40대,가족,4.201388889
41460,경기도 용인시,남,40대,비가족,4.238095238
41460,경기도 용인시,남,50대,가족,4
41460,경기도 용인시,남,50대,비가족,4.5
41460,경기도 용인시,남,60대,가족,3.888888889
41460,경기도 용인시,남,60대,비가족,3.666666667
41460,경기도 용인시,남,70세 이상,가족,4.5
41460,경기도 용인시,남,70세 이상,비가족,4.166666667
41460,경기도 용인시,여,15~19세,가족,4.4
41460,경기도 용인시,여,15~19세,비가족,4.125
41460,경기도 용인시,여,20대,가족,4.047619048
41460,경기도 용인시,여,20대,비가족,4.119047619
41460,경기도 용인시,여,30대,가족,4.179012346
41460,경기도 용인시,여,30대,비가족,4.041666667
41460,경기도 용인시,여,40대,가족,4.041666667
41460,경기도 용인시,여,40대,비가족,4.666666667
41460,경기도 용인시,여,50대,가족,4.133333333
41460,경기도 용인시,여,50대,비가족,4.25
41460,경기도 용인시,여,60대,가족,4
41460,경기도 용인시,여,60대,비가족,4.333333333
41460,경기도 용인시,여,70세 이상,가족,4.166666667
41460,경기도 용인시,여,70세 이상,비가족,4
41430,경기도 의왕시,남,15~19세,가족,4
41430,경기도 의왕시,남,20대,가족,3.333333333
41430,경기도 의왕시,남,20대,비가족,4
41430,경기도 의왕시,남,30대,가족,4
41430,경기도 의왕시,남,40대,가족,4.111111111
41430,경기도 의왕시,남,50대,가족,4.083333333
41430,경기도 의왕시,남,50대,비가족,4
41430,경기도 의왕시,남,60대,가족,4
41430,경기도 의왕시,남,70세 이상,가족,4
41430,경기도 의왕시,여,20대,가족,4.111111111
41430,경기도 의왕시,여,30대,가족,4
41430,경기도 의왕시,여,30대,비가족,4
41430,경기도 의왕시,여,40대,가족,3.666666667
41430,경기도 의왕시,여,40대,비가족,3.666666667
41430,경기도 의왕시,여,50대,가족,3.777777778
41430,경기도 의왕시,여,50대,비가족,4
41430,경기도 의왕시,여,60대,가족,3.75
41430,경기도 의왕시,여,60대,비가족,4
41430,경기도 의왕시,여,70세 이상,가족,3
41430,경기도 의왕시,여,70세 이상,비가족,3.666666667
41150,경기도 의정부시,남,20대,비가족,4
41150,경기도 의정부시,남,30대,가족,4.066666667
41150,경기도 의정부시,남,30대,비가족,4
41150,경기도 의정부시,남,40대,가족,4
41150,경기도 의정부시,남,40대,비가족,4.222222222
41150,경기도 의정부시,남,50대,가족,3.866666667
41150,경기도 의정부시,남,60대,비가족,3.333333333
41150,경기도 의정부시,남,70세 이상,가족,4.333333333
41150,경기도 의정부시,여,15~19세,가족,3.666666667
41150,경기도 의정부시,여,20대,가족,4.333333333
41150,경기도 의정부시,여,20대,비가족,4.166666667
41150,경기도 의정부시,여,30대,가족,4
41150,경기도 의정부시,여,40대,가족,4
41150,경기도 의정부시,여,40대,비가족,4
41150,경기도 의정부시,여,50대,가족,4
41150,경기도 의정부시,여,50대,비가족,4
41150,경기도 의정부시,여,60대,가족,3.888888889
41150,경기도 의정부시,여,70세 이상,가족,3.222222222
41500,경기도 이천시,남,20대,가족,3.833333333
41500,경기도 이천시,남,20대,비가족,4.125
41500,경기도 이천시,남,30대,가족,4.222222222
41500,경기도 이천시,남,30대,비가족,4
41500,경기도 이천시,남,40대,가족,4.074074074
41500,경기도 이천시,남,40대,비가족,3
41500,경기도 이천시,남,50대,가족,4
41500,경기도 이천시,남,50대,비가족,3.888888889
41500,경기도 이천시,남,60대,가족,4
41500,경기도 이천시,남,60대,비가족,4
41500,경기도 이천시,남,70세 이상,가족,3.833333333
41500,경기도 이천시,여,20대,가족,3.833333333
41500,경기도 이천시,여,20대,비가족,4.083333333
41500,경기도 이천시,여,30대,가족,4.166666667
41500,경기도 이천시,여,30대,비가족,5
41500,경기도 이천시,여,40대,가족,4.25
41500,경기도 이천시,여,40대,비가족,4.222222222
41500,경기도 이천시,여,50대,가족,4.444444444
41500,경기도 이천시,여,50대,비가족,4.111111111
41500,경기도 이천시,여,60대,가족,3.666666667
41500,경기도 이천시,여,60대,비가족,4
41500,경기도 이천시,여,70세 이상,가족,3.555555556
41480,경기도 파주시,남,15~19세,가족,3.666666667
41480,경기도 파주시,남,15~19세,비가족,4.833333333
41480,경기도 파주시,남,20대,가족,4
41480,경기도 파주시,남,20대,비가족,4.011111111
41480,경기도 파주시,남,30대,가족,4.1
41480,경기도 파주시,남,30대,비가족,3.878787879
41480,경기도 파주시,남,40대,가족,3.983333333
41480,경기도 파주시,남,40대,비가족,4.166666667
41480,경기도 파주시,남,50대,가족,4.179487179
41480,경기도 파주시,남,50대,비가족,4
41480,경기도 파주시,남,60대,가족,3.972222222
41480,경기도 파주시,남,60대,비가족,4.111111111
41480,경기도 파주시,남,70세 이상,가족,3.952380952
41480,경기도 파주시,여,15~19세,가족,4
41480,경기도 파주시,여,15~19세,비가족,4.333333333
41480,경기도 파주시,여,20대,가족,3.722222222
41480,경기도 파주시,여,20대,비가족,4.055555556
41480,경기도 파주시,여,30대,가족,4.03030303
41480,경기도 파주시,여,30대,비가족,4.071428571
41480,경기도 파주시,여,40대,가족,4.058823529
41480,경기도 파주시,여,40대,비가족,3.633333333
41480,경기도 파주시,여,50대,가족,4
41480,경기도 파주시,여,50대,비가족,3.925925926
41480,경기도 파주시,여,60대,가족,3.974358974
41480,경기도 파주시,여,60대,비가족,4.044444444
41480,경기도 파주시,여,70세 이상,가족,4
41480,경기도 파주시,여,70세 이상,비가족,4
41220,경기도 평택시,남,20대,가족,3.5
41330,경기도 평택시,남,20대,가족,3.5
41220,경기도 평택시,남,20대,비가족,4.166666667
41330,경기도 평택시,남,20대,비가족,4.166666667
41220,경기도 평택시,남,30대,가족,4.047619048
41330,경기도 평택시,남,30대,가족,4.047619048
41220,경기도 평택시,남,30대,비가족,3.5
41330,경기도 평택시,남,30대,비가족,3.5
41220,경기도 평택시,남,40대,가족,4
41330,경기도 평택시,남,40대,가족,4
41220,경기도 평택시,남,40대,비가족,4.111111111
41330,경기도 평택시,남,40대,비가족,4.111111111
41220,경기도 평택시,남,50대,가족,4
41330,경기도 평택시,남,50대,가족,4
41220,경기도 평택시,남,50대,비가족,4
41330,경기도 평택시,남,50대,비가족,4
41220,경기도 평택시,남,60대,가족,4
41330,경기도 평택시,남,60대,가족,4
41220,경기도 평택시,남,60대,비가족,4.333333333
41330,경기도 평택시,남,60대,비가족,4.333333333
41220,경기도 평택시,여,20대,가족,4
41330,경기도 평택시,여,20대,가족,4
41220,경기도 평택시,여,20대,비가족,4.066666667
41330,경기도 평택시,여,20대,비가족,4.066666667
41220,경기도 평택시,여,30대,가족,4
41330,경기도 평택시,여,30대,가족,4
41220,경기도 평택시,여,30대,비가족,3.666666667
41330,경기도 평택시,여,30대,비가족,3.666666667
41220,경기도 평택시,여,40대,가족,3.916666667
41330,경기도 평택시,여,40대,가족,3.916666667
41220,경기도 평택시,여,40대,비가족,4
41330,경기도 평택시,여,40대,비가족,4
41220,경기도 평택시,여,50대,가족,4.333333333
41330,경기도 평택시,여,50대,가족,4.333333333
41220,경기도 평택시,여,50대,비가족,4.166666667
41330,경기도 평택시,여,50대,비가족,4.166666667
41220,경기도 평택시,여,60대,가족,3.866666667
41330,경기도 평택시,여,60대,가족,3.866666667
41220,경기도 평택시,여,60대,비가족,3.833333333
41330,경기도 평택시,여,60대,비가족,3.833333333
41220,경기도 평택시,여,70세 이상,가족,4
41330,경기도 평택시,여,70세 이상,가족,4
41220,경기도 평택시,여,70세 이상,비가족,4
41330,경기도 평택시,여,70세 이상,비가족,4
41650,경기도 포천시,남,15~19세,가족,4
41650,경기도 포천시,남,15~19세,비가족,3.833333333
41650,경기도 포천시,남,20대,비가족,4.142857143
41650,경기도 포천시,남,30대,가족,4.074074074
41650,경기도 포천시,남,30대,비가족,4.074074074
41650,경기도 포천시,남,40대,가족,4.076923077
41650,경기도 포천시,남,40대,비가족,3.944444444
41650,경기도 포천시,남,50대,가족,4.196078431
41650,경기도 포천시,남,50대,비가족,4.212121212
41650,경기도 포천시,남,60대,가족,3.880952381
41650,경기도 포천시,남,60대,비가족,4.166666667
41650,경기도 포천시,남,70세 이상,가족,4.111111111
41650,경기도 포천시,남,70세 이상,비가족,4.041666667
41650,경기도 포천시,여,15~19세,가족,3.666666667
41650,경기도 포천시,여,15~19세,비가족,4
41650,경기도 포천시,여,20대,가족,4
41650,경기도 포천시,여,20대,비가족,4.266666667
41650,경기도 포천시,여,30대,가족,4.022988506
41650,경기도 포천시,여,30대,비가족,4.020833333
41650,경기도 포천시,여,40대,가족,4.071428571
41650,경기도 포천시,여,40대,비가족,4.03030303
41650,경기도 포천시,여,50대,가족,4.119047619
41650,경기도 포천시,여,50대,비가족,4.047619048
41650,경기도 포천시,여,60대,가족,4.095238095
41650,경기도 포천시,여,60대,비가족,4.104166667
41650,경기도 포천시,여,70세 이상,가족,3.972222222
41650,경기도 포천시,여,70세 이상,비가족,3.866666667
41450,경기도 하남시,남,15~19세,비가족,3.666666667
41450,경기도 하남시,남,20대,비가족,4.2
41450,경기도 하남시,남,30대,가족,4.666666667
41450,경기도 하남시,남,30대,비가족,4
41450,경기도 하남시,남,40대,가족,4.083333333
41450,경기도 하남시,남,50대,가족,4.25
41450,경기도 하남시,남,50대,비가족,4.166666667
41450,경기도 하남시,남,60대,가족,4.666666667
41450,경기도 하남시,여,15~19세,비가족,4.333333333
41450,경기도 하남시,여,20대,비가족,4.083333333
41450,경기도 하남시,여,30대,가족,3.666666667
41450,경기도 하남시,여,30대,비가족,3.833333333
41450,경기도 하남시,여,40대,가족,4.111111111
41450,경기도 하남시,여,50대,가족,4.333333333
41450,경기도 하남시,여,60대,가족,4
41450,경기도 하남시,여,70세 이상,가족,4
41590,경기도 화성시,남,15~19세,가족,5
41590,경기도 화성시,남,15~19세,비가족,4.666666667
41590,경기도 화성시,남,20대,가족,4.222222222
41590,경기도 화성시,남,20대,비가족,3.948717949
41590,경기도 화성시,남,30대,가족,3.871794872
41590,경기도 화성시,남,30대,비가족,4.044444444
41590,경기도 화성시,남,40대,가족,4.083333333
41590,경기도 화성시,남,40대,비가족,4.047619048
41590,경기도 화성시,남,50대,가족,4.027777778
41590,경기도 화성시,남,60대,가족,4.074074074
41590,경기도 화성시,남,60대,비가족,4.25
41590,경기도 화성시,남,70세 이상,가족,4
41590,경기도 화성시,남,70세 이상,비가족,3.5
41590,경기도 화성시,여,15~19세,가족,4
41590,경기도 화성시,여,15~19세,비가족,4.333333333
41590,경기도 화성시,여,20대,가족,3.666666667
41590,경기도 화성시,여,20대,비가족,4.194444444
41590,경기도 화성시,여,30대,가족,4
41590,경기도 화성시,여,30대,비가족,4.466666667
41590,경기도 화성시,여,40대,가족,3.972222222
41590,경기도 화성시,여,40대,비가족,3.944444444
41590,경기도 화성시,여,50대,가족,3.980392157
41590,경기도 화성시,여,50대,비가족,4.023809524
41590,경기도 화성시,여,60대,가족,3.944444444
41590,경기도 화성시,여,60대,비가족,3.966666667
41590,경기도 화성시,여,70세 이상,가족,4.2
41590,경기도 화성시,여,70세 이상,비가족,3.916666667
48310,경상남도 거제시,남,15~19세,가족,4
48310,경상남도 거제시,남,15~19세,비가족,4
48310,경상남도 거제시,남,20대,가족,4.111111111
48310,경상남도 거제시,남,20대,비가족,4.1875
48310,경상남도 거제시,남,30대,가족,4.213333333
48310,경상남도 거제시,남,30대,비가족,4.00952381
48310,경상남도 거제시,남,40대,가족,4.140740741
48310,경상남도 거제시,남,40대,비가족,4
48310,경상남도 거제시,남,50대,가족,4.162601626
48310,경상남도 거제시,남,50대,비가족,4.111111111
48310,경상남도 거제시,남,60대,가족,4.098765432
48310,경상남도 거제시,남,60대,비가족,4
48310,경상남도 거제시,남,70세 이상,가족,4.2
48310,경상남도 거제시,남,70세 이상,비가족,4.388888889
48310,경상남도 거제시,여,15~19세,가족,3.722222222
48310,경상남도 거제시,여,15~19세,비가족,4.066666667
48310,경상남도 거제시,여,20대,가족,4.03030303
48310,경상남도 거제시,여,20대,비가족,4.085271318
48310,경상남도 거제시,여,30대,가족,4.093333333
48310,경상남도 거제시,여,30대,비가족,4.045454545
48310,경상남도 거제시,여,40대,가족,4.050724638
48310,경상남도 거제시,여,40대,비가족,4.140350877
48310,경상남도 거제시,여,50대,가족,3.963963964
48310,경상남도 거제시,여,50대,비가족,4.098039216
48310,경상남도 거제시,여,60대,가족,4
48310,경상남도 거제시,여,60대,비가족,4.3
48310,경상남도 거제시,여,70세 이상,가족,4.142857143
48310,경상남도 거제시,여,70세 이상,비가족,4.083333333
48880,경상남도 거창군,남,15~19세,비가족,4
48880,경상남도 거창군,남,20대,가족,5
48880,경상남도 거창군,남,20대,비가족,4.166666667
48880,경상남도 거창군,남,30대,가족,4.083333333
48880,경상남도 거창군,남,30대,비가족,3.333333333
48880,경상남도 거창군,남,40대,가족,4.111111111
48880,경상남도 거창군,남,40대,비가족,4.333333333
48880,경상남도 거창군,남,50대,가족,3.916666667
48880,경상남도 거창군,남,50대,비가족,4.25
48880,경상남도 거창군,남,60대,가족,3.944444444
48880,경상남도 거창군,남,60대,비가족,4
48880,경상남도 거창군,남,70세 이상,가족,4
48880,경상남도 거창군,남,70세 이상,비가족,4.166666667
48880,경상남도 거창군,여,15~19세,가족,3.666666667
48880,경상남도 거창군,여,20대,비가족,3.833333333
48880,경상남도 거창군,여,30대,가족,4.055555556
48880,경상남도 거창군,여,30대,비가족,4.066666667
48880,경상남도 거창군,여,40대,가족,4
48880,경상남도 거창군,여,40대,비가족,4
48880,경상남도 거창군,여,50대,가족,4.055555556
48880,경상남도 거창군,여,50대,비가족,4.111111111
48880,경상남도 거창군,여,60대,가족,3.888888889
48880,경상남도 거창군,여,60대,비가족,4.222222222
48880,경상남도 거창군,여,70세 이상,가족,4
48880,경상남도 거창군,여,70세 이상,비가족,4
48820,경상남도 고성군,남,20대,가족,2.666666667
48820,경상남도 고성군,남,20대,비가족,4
48820,경상남도 고성군,남,30대,가족,3.833333333
48820,경상남도 고성군,남,40대,가족,3.866666667
48820,경상남도 고성군,남,40대,비가족,4.333333333
48820,경상남도 고성군,남,50대,가족,3.833333333
48820,경상남도 고성군,남,50대,비가족,4
48820,경상남도 고성군,남,60대,가족,4
48820,경상남도 고성군,남,60대,비가족,4.222222222
48820,경상남도 고성군,남,70세 이상,가족,3.888888889
48820,경상남도 고성군,여,20대,비가족,4.111111111
48820,경상남도 고성군,여,30대,가족,4.125
48820,경상남도 고성군,여,30대,비가족,4
48820,경상남도 고성군,여,40대,가족,3.962962963
48820,경상남도 고성군,여,40대,비가족,3.916666667
48820,경상남도 고성군,여,50대,가족,4
48820,경상남도 고성군,여,50대,비가족,4.166666667
48820,경상남도 고성군,여,60대,가족,4
48820,경상남도 고성군,여,60대,비가족,4
48250,경상남도 김해시,남,15~19세,가족,4.066666667
48250,경상남도 김해시,남,15~19세,비가족,3.333333333
48250,경상남도 김해시,남,20대,가족,3.777777778
48250,경상남도 김해시,남,20대,비가족,4
48250,경상남도 김해시,남,30대,가족,4
48250,경상남도 김해시,남,30대,비가족,3.833333333
48250,경상남도 김해시,남,40대,가족,4.041666667
48250,경상남도 김해시,남,40대,비가족,3.833333333
48250,경상남도 김해시,남,50대,가족,3.714285714
48250,경상남도 김해시,남,50대,비가족,3.833333333
48250,경상남도 김해시,남,60대,가족,3.666666667
48250,경상남도 김해시,남,60대,비가족,4.083333333
48250,경상남도 김해시,남,70세 이상,가족,3.666666667
48250,경상남도 김해시,남,70세 이상,비가족,4
48250,경상남도 김해시,여,15~19세,가족,4
48250,경상남도 김해시,여,15~19세,비가족,3.866666667
48250,경상남도 김해시,여,20대,가족,3.761904762
48250,경상남도 김해시,여,20대,비가족,3.9
48250,경상남도 김해시,여,30대,가족,3.866666667
48250,경상남도 김해시,여,40대,가족,3.769230769
48250,경상남도 김해시,여,40대,비가족,4.111111111
48250,경상남도 김해시,여,50대,가족,3.888888889
48250,경상남도 김해시,여,50대,비가족,4
48250,경상남도 김해시,여,60대,가족,4
48250,경상남도 김해시,여,60대,비가족,4.333333333
48250,경상남도 김해시,여,70세 이상,가족,4
48250,경상남도 김해시,여,70세 이상,비가족,4.166666667
48840,경상남도 남해군,남,15~19세,가족,4.444444444
48840,경상남도 남해군,남,15~19세,비가족,4.166666667
48840,경상남도 남해군,남,20대,가족,4.19047619
48840,경상남도 남해군,남,20대,비가족,4.290322581
48840,경상남도 남해군,남,30대,가족,4.101449275
48840,경상남도 남해군,남,30대,비가족,4.041666667
48840,경상남도 남해군,남,40대,가족,4.19047619
48840,경상남도 남해군,남,40대,비가족,4.060606061
48840,경상남도 남해군,남,50대,가족,4.115646259
48840,경상남도 남해군,남,50대,비가족,4.020833333
48840,경상남도 남해군,남,60대,가족,4.172413793
48840,경상남도 남해군,남,60대,비가족,4.151515152
48840,경상남도 남해군,남,70세 이상,가족,4.166666667
48840,경상남도 남해군,남,70세 이상,비가족,3.916666667
48840,경상남도 남해군,여,15~19세,가족,4.666666667
48840,경상남도 남해군,여,15~19세,비가족,4.166666667
